Date,MSFT,AMD,Spread_Signal,m
2015-05-07,40.38634491,2.319999933,-0.418262331719535,2.342089268835176
2015-05-08,41.29439926,2.309999943,-0.3841544332524479,2.342089268835176
2015-05-11,40.96576309,2.319999933,-0.3970457324535164,2.342089268835176
2015-05-12,40.94845963,2.349999905,-0.40025214594445363,2.342089268835176
2015-05-13,41.19061279,2.369999886,-0.3931004129567007,2.342089268835176
2015-05-14,42.133255,2.329999924,-0.35515319681822144,2.342089268835176
2015-05-15,41.77003098,2.319999933,-0.36759579437139384,2.342089268835176
2015-05-18,41.51923752,2.349999905,-0.37935192883004853,2.342089268835176
2015-05-19,41.41478729,2.279999971,-0.377173364274864,2.342089268835176
2015-05-20,41.41478729,2.319999933,-0.3806037794030539,2.342089268835176
2015-05-21,41.27550888,2.279999971,-0.3822733323348553,2.342089268835176
2015-05-22,40.82289886,2.279999971,-0.3988465876271287,2.342089268835176
2015-05-26,40.55307007,2.220000029,-0.4035813062067657,2.342089268835176
2015-05-27,41.4408989,2.279999971,-0.3762172334790361,2.342089268835176
2015-05-28,41.30163193,2.269999981,-0.3804591789005158,2.342089268835176
2015-05-29,40.78807449,2.279999971,-0.40012175421403423,2.342089268835176
2015-06-01,41.1101532,2.25,-0.38575536245703795,2.342089268835176
2015-06-02,40.84030914,2.299999952,-0.39992428165329985,2.342089268835176
2015-06-03,40.77936935,2.279999971,-0.40044051098299605,2.342089268835176
2015-06-04,40.35287476,2.329999924,-0.42034551455533087,2.342089268835176
2015-06-05,40.16137695,2.329999924,-0.42735760432974934,2.342089268835176
2015-06-08,39.80450439,2.309999943,-0.43871002625314837,2.342089268835176
2015-06-09,39.7348671,2.289999962,-0.4395447325973492,2.342089268835176
2015-06-10,40.57048416,2.319999933,-0.4115196908924984,2.342089268835176
2015-06-11,40.42250061,2.319999933,-0.41693841572145146,2.342089268835176
2015-06-12,40.01339722,2.309999943,-0.4310609817173788,2.342089268835176
2015-06-15,39.58689117,2.319999933,-0.447535989707449,2.342089268835176
2015-06-16,39.89155197,2.349999905,-0.4389530135689476,2.342089268835176
2015-06-17,40.01339722,2.470000029,-0.44478266264112787,2.342089268835176
2015-06-18,40.66622543,2.519999981,-0.4251660216286,2.342089268835176
2015-06-19,40.12655258,2.579999924,-0.45007288583595106,2.342089268835176
2015-06-22,40.23971558,2.619999886,-0.4493596028448647,2.342089268835176
2015-06-23,39.96116638,2.609999895,-0.4587016561178036,2.342089268835176
2015-06-24,39.72616577,2.619999886,-0.46816429503092954,2.342089268835176
2015-06-25,39.7348671,2.579999924,-0.4644152626448355,2.342089268835176
2015-06-26,39.39539719,2.470000029,-0.46741201642305,2.342089268835176
2015-06-29,38.62071609,2.339999914,-0.48462970316028436,2.342089268835176
2015-06-30,38.42924118,2.400000095,-0.4967865975069475,2.342089268835176
2015-07-01,38.69036102,2.420000076,-0.48894036016490083,2.342089268835176
2015-07-02,38.64684296,2.529999971,-0.49996750581489513,2.342089268835176
2015-07-06,38.63813782,2.470000029,-0.49514063997733265,2.342089268835176
2015-07-07,38.55979156,2.089999914,-0.4654204663582066,2.342089268835176
2015-07-08,38.50756073,2.00999999,-0.4604721763494272,2.342089268835176
2015-07-09,38.75128555,1.980000019,-0.44897487490137455,2.342089268835176
2015-07-10,38.82963562,1.960000038,-0.4443907169055647,2.342089268835176
2015-07-13,39.63911438,1.960000038,-0.4147499720030254,2.342089268835176
2015-07-14,39.70874786,2.049999952,-0.41991863160133436,2.342089268835176
2015-07-15,39.830616,1.960000038,-0.4077377427175493,2.342089268835176
2015-07-16,40.61399078,1.870000005,-0.37133440502151,2.342089268835176
2015-07-17,40.57917404,1.789999962,-0.3657484517582544,2.342089268835176
2015-07-20,40.84030914,1.799999952,-0.3570440518147072,2.342089268835176
2015-07-21,41.15364838,1.799999952,-0.3455704851941384,2.342089268835176
2015-07-22,39.63911438,1.789999962,-0.40017068734010897,2.342089268835176
2015-07-23,40.13526154,1.75999999,-0.3794304179146591,2.342089268835176
2015-07-24,39.98729324,1.669999957,-0.37713014013216833,2.342089268835176
2015-07-27,39.47373962,1.620000005,-0.39164695296193364,2.342089268835176
2015-07-28,39.4650383,1.769999981,-0.4048296367469937,2.342089268835176
2015-07-29,40.2919426,1.960000038,-0.39084531175696957,2.342089268835176
2015-07-30,40.80548096,1.929999948,-0.36946821732766294,2.342089268835176
2015-07-31,40.64881516,1.929999948,-0.37520486076071874,2.342089268835176
2015-08-03,40.74456024,2.200000048,-0.39485428862270944,2.342089268835176
2015-08-04,41.37998199,2.130000114,-0.3655837758863068,2.342089268835176
2015-08-05,41.41478729,2.160000086,-0.36688211897605466,2.342089268835176
2015-08-06,40.57917404,2.109999895,-0.393191793109003,2.342089268835176
2015-08-07,40.68362808,2.089999914,-0.38765178407182227,2.342089268835176
2015-08-10,41.19718552,1.929999948,-0.35512514186497707,2.342089268835176
2015-08-11,40.39640427,1.899999976,-0.38187459799781787,2.342089268835176
2015-08-12,40.68362808,1.899999976,-0.3713573020503054,2.342089268835176
2015-08-13,40.67492294,1.789999962,-0.3622424070541304,2.342089268835176
2015-08-14,40.90993881,1.840000033,-0.35792484226221166,2.342089268835176
2015-08-17,41.18847275,1.799999952,-0.3442953186072329,2.342089268835176
2015-08-18,41.41627884,1.799999952,-0.3359537258013454,2.342089268835176
2015-08-19,40.8380127,1.799999952,-0.3571281407316592,2.342089268835176
2015-08-20,40.00565338,1.700000048,-0.37903066709339,2.342089268835176
2015-08-21,37.73638535,1.779999971,-0.4689854561378871,2.342089268835176
2015-08-24,36.51852036,1.75,-0.5110072991703648,2.342089268835176
2015-08-25,35.45836639,1.659999967,-0.5421085929723113,2.342089268835176
2015-08-26,37.42095947,1.720000029,-0.4753898068064351,2.342089268835176
2015-08-27,38.4636116,1.779999971,-0.4423565576073312,2.342089268835176
2015-08-28,38.48990631,1.850000024,-0.4473969589476792,2.342089268835176
2015-08-31,38.13066483,1.809999943,-0.45712090602407585,2.342089268835176
2015-09-01,36.64118576,1.710000038,-0.5030852358242921,2.342089268835176
2015-09-02,37.99047089,1.769999981,-0.4588239829870457,2.342089268835176
2015-09-03,38.11312866,1.789999962,-0.4560478217215441,2.342089268835176
2015-09-04,37.33335495,1.820000052,-0.4871736760730858,2.342089268835176
2015-09-08,38.45484543,1.879999995,-0.4512535971423829,2.342089268835176
2015-09-09,37.73638535,1.850000024,-0.4749886928605943,2.342089268835176
2015-09-10,37.92914963,1.840000033,-0.46707262483358986,2.342089268835176
2015-09-11,38.09561157,2.00999999,-0.4755565498595799,2.342089268835176
2015-09-14,37.7101059,1.820000052,-0.4733781580773581,2.342089268835176
2015-09-15,38.53370285,1.860000014,-0.4466508614732981,2.342089268835176
2015-09-16,38.81406403,1.889999986,-0.4389576663559181,2.342089268835176
2015-09-17,38.77025986,1.889999986,-0.4405616469577529,2.342089268835176
2015-09-18,38.09561157,1.870000005,-0.4635500867911811,2.342089268835176
2015-09-21,38.64759827,1.809999943,-0.43819231520270324,2.342089268835176
2015-09-22,38.4636116,1.730000019,-0.43806853873997403,2.342089268835176
2015-09-23,38.43731308,1.700000048,-0.4364587023301287,2.342089268835176
2015-09-24,38.47236633,1.720000029,-0.4368903623910688,2.342089268835176
2015-09-25,38.49864197,1.710000038,-0.4350706214714125,2.342089268835176
2015-09-28,37.92914963,1.659999967,-0.45163573643150606,2.342089268835176
2015-09-29,38.06058502,1.669999957,-0.44768056056648003,2.342089268835176
2015-09-30,38.77902985,1.720000029,-0.4256612411140204,2.342089268835176
2015-10-01,39.0856781,1.74000001,-0.41614788654381046,2.342089268835176
2015-10-02,39.92680359,1.830000043,-0.3930667751393253,2.342089268835176
2015-10-05,40.85552597,1.799999952,-0.3564868560011255,2.342089268835176
2015-10-06,40.96067047,1.830000043,-0.3552095934965803,2.342089268835176
2015-10-07,41.0044899,1.860000014,-0.35617786542143465,2.342089268835176
2015-10-08,41.57399368,1.929999948,-0.34132752900635777,2.342089268835176
2015-10-09,41.27609634,1.960000038,-0.35480847991691,2.342089268835176
2015-10-12,41.17971039,1.870000005,-0.35061940732796487,2.342089268835176
2015-10-13,41.08334351,1.919999957,-0.35843609951978744,2.342089268835176
2015-10-14,40.8993454,1.950000048,-0.36774639380729984,2.342089268835176
2015-10-15,41.18847275,1.970000029,-0.35887460335590987,2.342089268835176
2015-10-16,41.62656021,1.940000057,-0.34026031035116033,2.342089268835176
2015-10-19,41.72293472,2.00999999,-0.3427345840698605,2.342089268835176
2015-10-20,41.85435104,2.019999981,-0.33878010657822555,2.342089268835176
2015-10-21,41.35494995,2.099999905,-0.36392754427164287,2.342089268835176
2015-10-22,42.08216476,2.140000105,-0.3407295001796105,2.342089268835176
2015-10-23,46.32280731,2.210000038,-0.19145279802170365,2.342089268835176
2015-10-26,47.5318985,2.150000095,-0.1420337918910473,2.342089268835176
2015-10-27,47.04124832,2.150000095,-0.15999996659557542,2.342089268835176
2015-10-28,47.29533005,2.180000067,-0.15326904808398206,2.342089268835176
2015-10-29,46.75212097,2.130000114,-0.1688717570469654,2.342089268835176
2015-10-30,46.12127304,2.119999886,-0.19111393920355466,2.342089268835176
2015-11-02,46.6469841,2.190000057,-0.17786718445002692,2.342089268835176
2015-11-03,47.44429016,2.279999971,-0.15639060221845438,2.342089268835176
2015-11-04,47.66333389,2.200000048,-0.14150903123997166,2.342089268835176
2015-11-05,47.64581299,2.200000048,-0.14215059535879143,2.342089268835176
2015-11-06,48.11893845,2.150000095,-0.12053810569719405,2.342089268835176
2015-11-09,47.45305634,2.109999895,-0.14149032568028502,2.342089268835176
2015-11-10,46.88354492,2.019999981,-0.15462573437148486,2.342089268835176
2015-11-11,47.00621414,2.069999933,-0.15442196514373083,2.342089268835176
2015-11-12,46.71708298,2.0,-0.15900587623882095,2.342089268835176
2015-11-13,46.29652023,1.99000001,-0.17354805048550292,2.342089268835176
2015-11-16,47.1113472,1.99000001,-0.14371146977339275,2.342089268835176
2015-11-17,46.72323227,1.980000019,-0.15706549965828187,2.342089268835176
2015-11-18,47.49945831,2.119999886,-0.14064882506454118,2.342089268835176
2015-11-19,47.57884598,2.140000105,-0.1394571087303309,2.342089268835176
2015-11-20,47.79936218,2.220000029,-0.13824328063362765,2.342089268835176
2015-11-23,47.79936218,2.220000029,-0.13824328063362765,2.342089268835176
2015-11-24,47.85228348,2.339999914,-0.14659670269268882,2.342089268835176
2015-11-25,47.35832596,2.380000114,-0.16811441805501093,2.342089268835176
2015-11-27,47.57001495,2.329999924,-0.15607494703895436,2.342089268835176
2015-11-30,47.94049454,2.359999895,-0.14508187920934432,2.342089268835176
2015-12-01,48.70788574,2.339999914,-0.11526705010650347,2.342089268835176
2015-12-02,48.69906235,2.269999981,-0.1095869104131959,2.342089268835176
2015-12-03,47.80818939,2.230000019,-0.13877765775742198,2.342089268835176
2015-12-04,49.31652069,2.279999971,-0.08783499547409028,2.342089268835176
2015-12-07,49.22833252,2.359999895,-0.09792501861304993,2.342089268835176
2015-12-08,49.21066666,2.390000105,-0.10114472254315232,2.342089268835176
2015-12-09,48.49618912,2.349999905,-0.12387636505742763,2.342089268835176
2015-12-10,48.75199509,2.450000048,-0.12308555676194724,2.342089268835176
2015-12-11,47.6846962,2.359999895,-0.15444846634800272,2.342089268835176
2015-12-14,48.63732147,2.339999914,-0.11785090731148294,2.342089268835176
2015-12-15,48.69025803,2.359999895,-0.11762773285925675,2.342089268835176
2015-12-16,49.51056671,2.539999962,-0.10302731644583508,2.342089268835176
2015-12-17,49.13129044,2.559999943,-0.11863051183885898,2.342089268835176
2015-12-18,47.74642944,2.450000048,-0.15990643012792163,2.342089268835176
2015-12-21,48.3638916,2.529999971,-0.14415760174303946,2.342089268835176
2015-12-22,48.82255936,2.769999981,-0.14794504090771612,2.342089268835176
2015-12-23,49.2371254,2.829999924,-0.1379104675972108,2.342089268835176
2015-12-24,49.10482025,2.920000076,-0.15047354967556162,2.342089268835176
2015-12-28,49.35181046,3.0,-0.14829032075485515,2.342089268835176
2015-12-29,49.88104248,3.0,-0.12891139190059425,2.342089268835176
2015-12-30,49.66936111,2.980000019,-0.13494733705209375,2.342089268835176
2015-12-31,48.93722534,2.869999886,-0.15232234587672058,2.342089268835176
2016-01-04,48.33742142,2.769999981,-0.1657093735037726,2.342089268835176
2016-01-05,48.55794144,2.75,-0.15591936770936599,2.342089268835176
2016-01-06,47.6758728,2.50999999,-0.16763563055113934,2.342089268835176
2016-01-07,46.0175705,2.279999971,-0.20863290378236132,2.342089268835176
2016-01-08,46.15871048,2.140000105,-0.19145831761015333,2.342089268835176
2016-01-11,46.13225174,2.339999914,-0.20957923484660274,2.342089268835176
2016-01-12,46.55564499,2.390000105,-0.1983638515925464,2.342089268835176
2016-01-13,45.55008698,2.25,-0.22317797184440924,2.342089268835176
2016-01-14,46.84673309,2.210000038,-0.17226816815835333,2.342089268835176
2016-01-15,44.97673798,2.029999971,-0.22530503187187068,2.342089268835176
2016-01-19,44.59745789,1.950000048,-0.23233232940740908,2.342089268835176
2016-01-20,44.80033112,1.799999952,-0.21203962783497507,2.342089268835176
2016-01-21,44.52688217,2.089999914,-0.24692305874080786,2.342089268835176
2016-01-22,46.12342072,2.019999981,-0.1824592596222853,2.342089268835176
2016-01-25,45.68239594,2.119999886,-0.2071843351268104,2.342089268835176
2016-01-26,46.0175705,2.069999933,-0.19062320399125499,2.342089268835176
2016-01-27,45.17961884,2.130000114,-0.22645218632719666,2.342089268835176
2016-01-28,45.92055511,2.079999924,-0.1950332276803063,2.342089268835176
2016-01-29,48.59322357,2.200000048,-0.10745919058401202,2.342089268835176
2016-02-01,48.25802994,2.140000105,-0.11458737836179544,2.342089268835176
2016-02-02,46.74968719,1.99000001,-0.15695440167917812,2.342089268835176
2016-02-03,46.00875092,2.069999933,-0.1909461512183417,2.342089268835176
2016-02-04,45.86762619,2.089999914,-0.19782893368133764,2.342089268835176
2016-02-05,44.24462128,1.980000019,-0.24782498551214163,2.342089268835176
2016-02-08,43.58306885,1.929999948,-0.2677610717419383,2.342089268835176
2016-02-09,43.46839905,1.899999976,-0.26938713308161444,2.342089268835176
2016-02-10,43.84768677,1.840000033,-0.25035310329488564,2.342089268835176
2016-02-11,43.83004761,1.860000014,-0.2527142053131539,2.342089268835176
2016-02-12,44.54453659,1.830000043,-0.22397889705709287,2.342089268835176
2016-02-16,45.38850784,1.830000043,-0.19307513804267828,2.342089268835176
2016-02-17,46.57007217,1.899999976,-0.15581293414774416,2.342089268835176
2016-02-18,46.36574554,1.909999967,-0.1641523816181132,2.342089268835176
2016-02-19,46.03704071,1.909999967,-0.176188591208421,2.342089268835176
2016-02-22,46.77441788,2.00999999,-0.15776404361363872,2.342089268835176
2016-02-23,45.46845627,1.970000029,-0.20215412349626385,2.342089268835176
2016-02-24,45.62838364,2.019999981,-0.20058606977549762,2.342089268835176
2016-02-25,46.28579712,2.029999971,-0.17737111445682066,2.342089268835176
2016-02-26,45.57506561,2.069999933,-0.20682643897498204,2.342089268835176
2016-02-29,45.20194244,2.140000105,-0.22649236520461072,2.342089268835176
2016-03-01,46.71223068,2.180000067,-0.17462044176230568,2.342089268835176
2016-03-02,47.04093552,2.319999933,-0.1745906846687314,2.342089268835176
2016-03-03,46.50788879,2.460000038,-0.20611577040687776,2.342089268835176
2016-03-04,46.22360229,2.369999886,-0.20880705624570078,2.342089268835176
2016-03-07,45.33520508,2.470000029,-0.24991362222481409,2.342089268835176
2016-03-08,45.8860054,2.299999952,-0.2151656405515177,2.342089268835176
2016-03-09,46.94321442,2.25999999,-0.1730233228769492,2.342089268835176
2016-03-10,46.24136353,2.25999999,-0.1987230499335429,2.342089268835176
2016-03-11,47.1475563,2.519999981,-0.18783863956533017,2.342089268835176
2016-03-14,47.23637009,2.720000029,-0.2017386343598902,2.342089268835176
2016-03-15,47.60951233,2.49000001,-0.1683503494156312,2.342089268835176
2016-03-16,48.28469849,2.630000114,-0.15563348006558175,2.342089268835176
2016-03-17,48.56010818,2.799999952,-0.16012804689446875,2.342089268835176
2016-03-18,47.52067184,2.930000067,-0.20933803549523516,2.342089268835176
2016-03-21,47.84938049,2.799999952,-0.18615281640721157,2.342089268835176
2016-03-22,48.03595734,2.789999962,-0.17846331405767288,2.342089268835176
2016-03-23,47.94710541,2.680000067,-0.17228317033067092,2.342089268835176
2016-03-24,48.16031647,2.789999962,-0.17390964640043682,2.342089268835176
2016-03-28,47.56509781,2.779999971,-0.1948472092112477,2.342089268835176
2016-03-29,48.60453415,2.859999895,-0.16364692048734839,2.342089268835176
2016-03-30,48.90658569,2.859999895,-0.15258667643034668,2.342089268835176
2016-03-31,49.06649399,2.849999905,-0.1458736983906867,2.342089268835176
2016-04-01,49.36855698,2.829999924,-0.13309782750407506,2.342089268835176
2016-04-04,49.24418259,2.829999924,-0.13765205393788402,2.342089268835176
2016-04-05,48.47127914,2.75999999,-0.15995029143405998,2.342089268835176
2016-04-06,48.96876526,2.799999952,-0.14516421972635818,2.342089268835176
2016-04-07,48.38241577,2.640000105,-0.1529129628672349,2.342089268835176
2016-04-08,48.34688568,2.74000001,-0.1627900086771651,2.342089268835176
2016-04-11,48.24915695,2.75999999,-0.1680837564442887,2.342089268835176
2016-04-12,48.55121994,2.809999943,-0.1613111120748897,2.342089268835176
2016-04-13,49.17309189,2.799999952,-0.137682376080917,2.342089268835176
2016-04-14,49.18198776,2.720000029,-0.13049580516651835,2.342089268835176
2016-04-15,49.43962097,2.700000048,-0.11934682289037,2.342089268835176
2016-04-18,50.15921783,2.75999999,-0.09814291291628867,2.342089268835176
2016-04-19,50.09703827,2.619999886,-0.0884132732879279,2.342089268835176
2016-04-20,49.38632584,2.700000048,-0.12129833469146745,2.342089268835176
2016-04-21,49.55511475,2.619999886,-0.10825692775639843,2.342089268835176
2016-04-22,46.00150681,3.99000001,-0.3558714985251785,2.342089268835176
2016-04-25,46.29467773,3.450000048,-0.2988257918347723,2.342089268835176
2016-04-26,45.69945526,3.660000086,-0.3386307977726751,2.342089268835176
2016-04-27,45.25524139,3.730000019,-0.36089983703760986,2.342089268835176
2016-04-28,44.33131027,3.609999895,-0.3844402268563835,2.342089268835176
2016-04-29,44.30466461,3.549999952,-0.38027029030911824,2.342089268835176
2016-05-02,44.96205902,3.74000001,-0.37249292185167665,2.342089268835176
2016-05-03,44.22468948,3.599999905,-0.38748676463872717,2.342089268835176
2016-05-04,44.30466461,3.599999905,-0.38455830926223594,2.342089268835176
2016-05-05,44.36684036,3.660000086,-0.38742725823103563,2.342089268835176
2016-05-06,44.76663589,3.680000067,-0.37450312267276675,2.342089268835176
2016-05-09,44.48233032,3.650000095,-0.382340749816734,2.342089268835176
2016-05-10,45.32631683,3.640000105,-0.35057882828657944,2.342089268835176
2016-05-11,45.35296249,3.650000095,-0.350460745880727,2.342089268835176
2016-05-12,45.76163101,3.589999914,-0.33035085670999775,2.342089268835176
2016-05-13,45.37962341,3.670000076,-0.3511997085232295,2.342089268835176
2016-05-16,46.04592896,3.789999962,-0.3370927932510628,2.342089268835176
2016-05-17,45.18709946,3.789999962,-0.368540617928112,2.342089268835176
2016-05-18,45.45547867,3.839999914,-0.36300137498966845,2.342089268835176
2016-05-19,45.01711655,3.769999981,-0.3730496874199108,2.342089268835176
2016-05-20,45.28549576,3.869999886,-0.37179846343458445,2.342089268835176
2016-05-23,44.75766754,4.039999962,-0.40570527390111977,2.342089268835176
2016-05-24,46.15328598,4.199999809,-0.368323468486323,2.342089268835176
2016-05-25,46.62742233,4.179999828,-0.3492467743782559,2.342089268835176
2016-05-26,46.42166519,4.349999905,-0.37136028386510406,2.342089268835176
2016-05-27,46.80633926,4.599999905,-0.378714759305124,2.342089268835176
2016-05-31,47.41468811,4.570000172,-0.35386601261803474,2.342089268835176
2016-06-01,47.2804985,4.429999828,-0.3467731498476164,2.342089268835176
2016-06-02,46.94948578,4.239999771,-0.3425993753933796,2.342089268835176
2016-06-03,46.33219528,4.159999847,-0.3583419180053141,2.342089268835176
2016-06-06,46.63637161,4.46999979,-0.37378960796395827,2.342089268835176
2016-06-07,46.60953522,4.510000229,-0.37820273411972477,2.342089268835176
2016-06-08,46.55585098,4.460000038,-0.37588045462697833,2.342089268835176
2016-06-09,46.18011475,4.519999981,-0.39478443923609935,2.342089268835176
2016-06-10,46.05487442,4.320000172,-0.3822182983051118,2.342089268835176
2016-06-13,44.85608673,4.400000095,-0.43297522787628134,2.342089268835176
2016-06-14,44.57875443,4.389999866,-0.442272701419007,2.342089268835176
2016-06-15,44.45350647,4.420000076,-0.44943174723150703,2.342089268835176
2016-06-16,45.07974625,4.75,-0.4548016230770847,2.342089268835176
2016-06-17,44.84714508,5.260000229,-0.50705665176406,2.342089268835176
2016-06-20,44.79345322,5.099999905,-0.4953009893227974,2.342089268835176
2016-06-21,45.79544067,5.449999809,-0.4886272918305294,2.342089268835176
2016-06-22,45.61651611,5.019999981,-0.4583020030495301,2.342089268835176
2016-06-23,46.43955994,5.210000038,-0.4444590371811137,2.342089268835176
2016-06-24,44.57875443,4.880000114,-0.48429534792942197,2.342089268835176
2016-06-27,43.32629013,4.71999979,-0.5164352264783076,2.342089268835176
2016-06-28,44.22984695,5.119999886,-0.5176538102500171,2.342089268835176
2016-06-29,45.21392822,5.130000114,-0.4824772561995788,2.342089268835176
2016-06-30,45.77753067,5.139999866,-0.4626973660418605,2.342089268835176
2016-07-01,45.76858902,5.070000172,-0.4570215771806559,2.342089268835176
2016-07-05,45.77753067,4.960000038,-0.44726049805076634,2.342089268835176
2016-07-06,45.9654007,5.039999962,-0.4472420772270284,2.342089268835176
2016-07-07,45.9654007,5.019999981,-0.4455268696629335,2.342089268835176
2016-07-08,46.78847122,5.099999905,-0.4222492645141396,2.342089268835176
2016-07-11,47.04789352,5.010000229,-0.4050315649738514,2.342089268835176
2016-07-12,47.60256195,5.139999866,-0.3958700578001538,2.342089268835176
2016-07-13,47.87094498,5.090000153,-0.3817546577465173,2.342089268835176
2016-07-14,48.07670593,5.170000076,-0.3810811236679077,2.342089268835176
2016-07-15,48.04092789,5.139999866,-0.37981837906123084,2.342089268835176
2016-07-18,48.27351379,5.510000229,-0.4030331648031142,2.342089268835176
2016-07-19,47.49521255,5.409999847,-0.4229562013724651,2.342089268835176
2016-07-20,50.01802826,5.409999847,-0.3305780679471629,2.342089268835176
2016-07-21,49.91961288,5.21999979,-0.3178872591238598,2.342089268835176
2016-07-22,50.60845947,5.840000153,-0.34583522763360586,2.342089268835176
2016-07-25,50.75161362,6.699999809,-0.4143473071300445,2.342089268835176
2016-07-26,50.77845764,6.980000019,-0.43737730434122907,2.342089268835176
2016-07-27,50.26850891,6.849999905,-0.44490126597418345,2.342089268835176
2016-07-28,50.28641129,6.820000172,-0.4416729422811142,2.342089268835176
2016-07-29,50.70687866,6.860000134,-0.42970707196011987,2.342089268835176
2016-08-01,50.61740875,6.639999866,-0.4141158743003178,2.342089268835176
2016-08-02,50.61740875,6.260000229,-0.3815269307540343,2.342089268835176
2016-08-03,50.96631241,6.300000191,-0.3721815142079972,2.342089268835176
2016-08-04,51.34205246,6.46999979,-0.37300225616910954,2.342089268835176
2016-08-05,51.85198975,6.610000134,-0.3663363377571766,2.342089268835176
2016-08-08,51.94144058,6.679999828,-0.36906411589269816,2.342089268835176
2016-08-09,52.06670761,6.599999905,-0.3576163734219603,2.342089268835176
2016-08-10,51.90566254,6.489999771,-0.35407971085902185,2.342089268835176
2016-08-11,52.156147,6.579999924,-0.3526261569580289,2.342089268835176
2016-08-12,51.834095,6.730000019,-0.37728283646849653,2.342089268835176
2016-08-15,51.99512863,6.949999809,-0.39025353899367105,2.342089268835176
2016-08-16,51.70706177,6.78000021,-0.38622246121153986,2.342089268835176
2016-08-17,51.81508636,6.679999828,-0.37369083791117236,2.342089268835176
2016-08-18,51.85109329,7.039999962,-0.40324614641110534,2.342089268835176
